cliente_id,tienda_id,producto_id,fecha,sku_cliente,unidades,importe,archivo_origen
1,5,5,2025-01-10,7500462860004,2,72.04,sellout-heb.xlsx
1,5,5,2025-01-12,7500462860004,1,36.02,sellout-heb.xlsx
1,5,5,2025-01-14,7500462860004,2,72.04,sellout-heb.xlsx
1,5,5,2025-01-15,7500462860004,2,74.07,sellout-heb.xlsx
1,5,5,2025-01-16,7500462860004,1,36.02,sellout-heb.xlsx
1,5,5,2025-01-18,7500462860004,1,36.02,sellout-heb.xlsx
1,5,5,2025-01-19,7500462860004,2,72.04,sellout-heb.xlsx
1,5,5,2025-01-20,7500462860004,1,36.02,sellout-heb.xlsx
1,5,8,2025-01-04,7500462860042,1,20.83,sellout-heb.xlsx
1,5,8,2025-01-07,7500462860042,1,20.83,sellout-heb.xlsx
1,5,8,2025-01-14,7500462860042,2,41.67,sellout-heb.xlsx
1,5,8,2025-01-16,7500462860042,1,20.83,sellout-heb.xlsx
1,5,8,2025-01-17,7500462860042,4,83.33,sellout-heb.xlsx
1,5,8,2025-01-18,7500462860042,1,20.83,sellout-heb.xlsx
1,5,8,2025-01-19,7500462860042,1,20.83,sellout-heb.xlsx
1,5,8,2025-01-20,7500462860042,3,62.5,sellout-heb.xlsx
1,5,10,2025-01-02,7503028921003,1,36.02,sellout-heb.xlsx
1,5,10,2025-01-04,7503028921003,1,36.02,sellout-heb.xlsx
1,5,10,2025-01-11,7503028921003,2,72.04,sellout-heb.xlsx
1,5,10,2025-01-12,7503028921003,3,108.06,sellout-heb.xlsx
1,5,10,2025-01-14,7503028921003,3,108.06,sellout-heb.xlsx
1,5,11,2025-01-03,7503028921010,1,36.02,sellout-heb.xlsx
1,5,11,2025-01-12,7503028921010,1,36.02,sellout-heb.xlsx
1,5,11,2025-01-14,7503028921010,1,36.02,sellout-heb.xlsx
1,5,11,2025-01-18,7503028921010,1,36.02,sellout-heb.xlsx
1,5,11,2025-01-19,7503028921010,1,36.02,sellout-heb.xlsx
1,5,12,2025-01-03,7503028921133,2,36.85,sellout-heb.xlsx
1,5,12,2025-01-11,7503028921133,3,55.28,sellout-heb.xlsx
1,5,12,2025-01-12,7503028921133,1,18.43,sellout-heb.xlsx
1,5,12,2025-01-14,7503028921133,1,18.43,sellout-heb.xlsx
1,5,13,2025-01-04,7503028921317,1,49.9,sellout-heb.xlsx
1,5,13,2025-01-05,7503028921317,5,249.5,sellout-heb.xlsx
1,5,13,2025-01-08,7503028921317,3,149.7,sellout-heb.xlsx
1,5,13,2025-01-10,7503028921317,3,149.7,sellout-heb.xlsx
1,5,13,2025-01-11,7503028921317,5,249.5,sellout-heb.xlsx
1,5,13,2025-01-12,7503028921317,6,299.4,sellout-heb.xlsx
1,5,13,2025-01-19,7503028921317,2,99.8,sellout-heb.xlsx
1,6,2,2025-01-10,7500462417819,1,18.43,sellout-heb.xlsx
1,6,2,2025-01-14,7500462417819,1,18.43,sellout-heb.xlsx
1,6,4,2025-01-05,7500462417833,1,18.43,sellout-heb.xlsx
1,6,4,2025-01-11,7500462417833,1,18.43,sellout-heb.xlsx
1,6,4,2025-01-12,7500462417833,1,18.43,sellout-heb.xlsx
1,6,4,2025-01-13,7500462417833,2,36.85,sellout-heb.xlsx
1,6,4,2025-01-21,7500462417833,1,18.43,sellout-heb.xlsx
1,6,5,2025-01-05,7500462860004,1,36.02,sellout-heb.xlsx
1,6,5,2025-01-16,7500462860004,1,36.02,sellout-heb.xlsx
1,6,5,2025-01-21,7500462860004,1,36.02,sellout-heb.xlsx
1,6,8,2025-01-06,7500462860042,4,83.33,sellout-heb.xlsx
1,6,9,2025-01-05,7500462860066,1,18.43,sellout-heb.xlsx
1,6,9,2025-01-11,7500462860066,1,18.43,sellout-heb.xlsx
1,6,9,2025-01-12,7500462860066,1,18.43,sellout-heb.xlsx
1,6,10,2025-01-03,7503028921003,1,36.02,sellout-heb.xlsx
1,6,10,2025-01-05,7503028921003,1,36.02,sellout-heb.xlsx
1,6,10,2025-01-06,7503028921003,1,36.02,sellout-heb.xlsx
1,6,10,2025-01-07,7503028921003,2,72.04,sellout-heb.xlsx
1,6,10,2025-01-09,7503028921003,1,36.02,sellout-heb.xlsx
1,6,10,2025-01-13,7503028921003,3,108.06,sellout-heb.xlsx
1,6,10,2025-01-16,7503028921003,1,36.02,sellout-heb.xlsx
1,6,10,2025-01-18,7503028921003,1,36.02,sellout-heb.xlsx
1,6,10,2025-01-20,7503028921003,1,36.02,sellout-heb.xlsx
1,6,11,2025-01-01,7503028921010,1,36.02,sellout-heb.xlsx
1,6,11,2025-01-03,7503028921010,1,36.02,sellout-heb.xlsx
1,6,11,2025-01-11,7503028921010,1,36.02,sellout-heb.xlsx
1,6,11,2025-01-20,7503028921010,1,36.02,sellout-heb.xlsx
1,6,13,2025-01-06,7503028921317,2,99.8,sellout-heb.xlsx
1,6,13,2025-01-08,7503028921317,4,199.6,sellout-heb.xlsx
1,6,13,2025-01-11,7503028921317,1,49.9,sellout-heb.xlsx
1,6,13,2025-01-15,7503028921317,4,199.6,sellout-heb.xlsx
1,6,13,2025-01-16,7503028921317,1,49.9,sellout-heb.xlsx
1,7,2,2025-01-02,7500462417819,1,18.43,sellout-heb.xlsx
1,7,2,2025-01-12,7500462417819,1,18.43,sellout-heb.xlsx
1,7,2,2025-01-13,7500462417819,4,73.7,sellout-heb.xlsx
1,7,2,2025-01-14,7500462417819,2,36.85,sellout-heb.xlsx
1,7,2,2025-01-20,7500462417819,1,18.43,sellout-heb.xlsx
1,7,2,2025-01-21,7500462417819,1,18.43,sellout-heb.xlsx
1,7,3,2025-01-06,7500462417826,1,18.43,sellout-heb.xlsx
1,7,3,2025-01-14,7500462417826,1,18.43,sellout-heb.xlsx
1,7,3,2025-01-19,7500462417826,5,61.1,sellout-heb.xlsx
1,7,4,2025-01-16,7500462417833,1,18.43,sellout-heb.xlsx
1,7,4,2025-01-18,7500462417833,1,18.43,sellout-heb.xlsx
1,7,4,2025-01-19,7500462417833,1,18.43,sellout-heb.xlsx
1,7,4,2025-01-20,7500462417833,1,18.43,sellout-heb.xlsx
1,7,5,2025-01-04,7500462860004,1,36.02,sellout-heb.xlsx
1,7,5,2025-01-11,7500462860004,1,36.02,sellout-heb.xlsx
1,7,5,2025-01-16,7500462860004,1,36.02,sellout-heb.xlsx
1,7,5,2025-01-17,7500462860004,2,72.04,sellout-heb.xlsx
1,7,5,2025-01-18,7500462860004,1,36.02,sellout-heb.xlsx
1,7,5,2025-01-20,7500462860004,1,36.02,sellout-heb.xlsx
1,7,8,2025-01-03,7500462860042,1,20.83,sellout-heb.xlsx
1,7,8,2025-01-06,7500462860042,6,125,sellout-heb.xlsx
1,7,8,2025-01-18,7500462860042,2,41.67,sellout-heb.xlsx
1,7,8,2025-01-19,7500462860042,9,187.5,sellout-heb.xlsx
1,7,8,2025-01-20,7500462860042,5,104.17,sellout-heb.xlsx
1,7,9,2025-01-02,7500462860066,1,18.43,sellout-heb.xlsx
1,7,9,2025-01-05,7500462860066,1,18.43,sellout-heb.xlsx
1,7,9,2025-01-11,7500462860066,1,18.43,sellout-heb.xlsx
1,7,9,2025-01-14,7500462860066,1,18.43,sellout-heb.xlsx
1,7,10,2025-01-02,7503028921003,1,36.02,sellout-heb.xlsx
1,7,10,2025-01-12,7503028921003,2,72.04,sellout-heb.xlsx
1,7,10,2025-01-17,7503028921003,1,36.02,sellout-heb.xlsx
1,7,10,2025-01-18,7503028921003,1,36.02,sellout-heb.xlsx
1,7,10,2025-01-19,7503028921003,1,36.02,sellout-heb.xlsx
1,7,10,2025-01-21,7503028921003,1,36.02,sellout-heb.xlsx
1,7,11,2025-01-02,7503028921010,1,36.02,sellout-heb.xlsx
1,7,11,2025-01-06,7503028921010,1,36.02,sellout-heb.xlsx
1,7,11,2025-01-11,7503028921010,1,36.02,sellout-heb.xlsx
1,7,11,2025-01-19,7503028921010,1,36.02,sellout-heb.xlsx
1,7,12,2025-01-06,7503028921133,1,11.02,sellout-heb.xlsx
1,7,12,2025-01-11,7503028921133,1,18.43,sellout-heb.xlsx
1,7,12,2025-01-12,7503028921133,12,55.56,sellout-heb.xlsx
1,7,12,2025-01-13,7503028921133,3,13.89,sellout-heb.xlsx
1,7,13,2025-01-01,7503028921317,1,49.9,sellout-heb.xlsx
1,7,13,2025-01-02,7503028921317,1,49.9,sellout-heb.xlsx
1,7,13,2025-01-05,7503028921317,3,149.7,sellout-heb.xlsx
1,7,13,2025-01-06,7503028921317,2,99.8,sellout-heb.xlsx
1,7,13,2025-01-09,7503028921317,1,49.9,sellout-heb.xlsx
1,7,13,2025-01-10,7503028921317,1,49.9,sellout-heb.xlsx
1,7,13,2025-01-12,7503028921317,1,49.9,sellout-heb.xlsx
1,7,13,2025-01-14,7503028921317,2,99.8,sellout-heb.xlsx
1,7,13,2025-01-15,7503028921317,1,49.9,sellout-heb.xlsx
1,7,13,2025-01-16,7503028921317,2,99.8,sellout-heb.xlsx
1,8,2,2025-01-03,7500462417819,1,18.43,sellout-heb.xlsx
1,8,2,2025-01-06,7500462417819,1,18.43,sellout-heb.xlsx
1,8,2,2025-01-09,7500462417819,1,18.43,sellout-heb.xlsx
1,8,2,2025-01-12,7500462417819,1,18.43,sellout-heb.xlsx
1,8,2,2025-01-15,7500462417819,3,55.28,sellout-heb.xlsx
1,8,3,2025-01-05,7500462417826,3,55.28,sellout-heb.xlsx
1,8,3,2025-01-12,7500462417826,1,18.43,sellout-heb.xlsx
1,8,3,2025-01-15,7500462417826,1,18.43,sellout-heb.xlsx
1,8,3,2025-01-18,7500462417826,4,73.7,sellout-heb.xlsx
1,8,3,2025-01-20,7500462417826,1,18.43,sellout-heb.xlsx
1,8,4,2025-01-05,7500462417833,1,18.43,sellout-heb.xlsx
1,8,4,2025-01-12,7500462417833,1,18.43,sellout-heb.xlsx
1,8,4,2025-01-16,7500462417833,1,18.43,sellout-heb.xlsx
1,8,4,2025-01-17,7500462417833,2,36.85,sellout-heb.xlsx
1,8,4,2025-01-18,7500462417833,2,36.85,sellout-heb.xlsx
1,8,4,2025-01-19,7500462417833,2,36.85,sellout-heb.xlsx
1,8,5,2025-01-06,7500462860004,1,36.02,sellout-heb.xlsx
1,8,5,2025-01-08,7500462860004,1,36.02,sellout-heb.xlsx
1,8,5,2025-01-15,7500462860004,1,36.02,sellout-heb.xlsx
1,8,5,2025-01-17,7500462860004,1,22.69,sellout-heb.xlsx
1,8,5,2025-01-18,7500462860004,1,36.02,sellout-heb.xlsx
1,8,5,2025-01-20,7500462860004,1,36.02,sellout-heb.xlsx
1,8,8,2025-01-02,7500462860042,2,41.67,sellout-heb.xlsx
1,8,8,2025-01-03,7500462860042,3,62.5,sellout-heb.xlsx
1,8,8,2025-01-11,7500462860042,1,20.83,sellout-heb.xlsx
1,8,8,2025-01-12,7500462860042,9,187.5,sellout-heb.xlsx
1,8,8,2025-01-15,7500462860042,2,41.67,sellout-heb.xlsx
1,8,8,2025-01-16,7500462860042,2,41.67,sellout-heb.xlsx
1,8,8,2025-01-18,7500462860042,1,20.83,sellout-heb.xlsx
1,8,8,2025-01-19,7500462860042,2,41.67,sellout-heb.xlsx
1,8,8,2025-01-20,7500462860042,5,104.17,sellout-heb.xlsx
1,8,11,2025-01-08,7503028921010,1,36.02,sellout-heb.xlsx
1,8,11,2025-01-11,7503028921010,1,36.02,sellout-heb.xlsx
1,8,11,2025-01-17,7503028921010,1,22.69,sellout-heb.xlsx
1,8,11,2025-01-18,7503028921010,1,36.02,sellout-heb.xlsx
1,8,12,2025-01-04,7503028921133,1,18.43,sellout-heb.xlsx
1,8,12,2025-01-10,7503028921133,1,18.43,sellout-heb.xlsx
1,8,12,2025-01-14,7503028921133,1,18.43,sellout-heb.xlsx
1,8,13,2025-01-01,7503028921317,1,49.9,sellout-heb.xlsx
1,8,13,2025-01-02,7503028921317,1,49.9,sellout-heb.xlsx
1,8,13,2025-01-03,7503028921317,2,99.8,sellout-heb.xlsx
1,8,13,2025-01-12,7503028921317,2,99.8,sellout-heb.xlsx
1,8,13,2025-01-15,7503028921317,1,49.9,sellout-heb.xlsx
1,8,13,2025-01-17,7503028921317,3,149.7,sellout-heb.xlsx
1,8,13,2025-01-18,7503028921317,4,199.6,sellout-heb.xlsx
1,9,2,2025-01-02,7500462417819,2,36.85,sellout-heb.xlsx
1,9,2,2025-01-05,7500462417819,1,18.43,sellout-heb.xlsx
1,9,2,2025-01-06,7500462417819,3,55.28,sellout-heb.xlsx
1,9,2,2025-01-07,7500462417819,2,36.85,sellout-heb.xlsx
1,9,2,2025-01-09,7500462417819,1,18.43,sellout-heb.xlsx
1,9,2,2025-01-12,7500462417819,3,55.28,sellout-heb.xlsx
1,9,2,2025-01-13,7500462417819,1,18.43,sellout-heb.xlsx
1,9,2,2025-01-15,7500462417819,2,36.85,sellout-heb.xlsx
1,9,2,2025-01-16,7500462417819,1,18.43,sellout-heb.xlsx
1,9,2,2025-01-18,7500462417819,1,18.43,sellout-heb.xlsx
1,9,2,2025-01-19,7500462417819,2,36.85,sellout-heb.xlsx
1,9,2,2025-01-21,7500462417819,6,110.56,sellout-heb.xlsx
1,9,3,2025-01-02,7500462417826,3,55.28,sellout-heb.xlsx
1,9,3,2025-01-03,7500462417826,5,92.13,sellout-heb.xlsx
1,9,3,2025-01-05,7500462417826,1,18.43,sellout-heb.xlsx
1,9,3,2025-01-07,7500462417826,2,36.85,sellout-heb.xlsx
1,9,3,2025-01-09,7500462417826,1,18.43,sellout-heb.xlsx
1,9,3,2025-01-10,7500462417826,1,18.43,sellout-heb.xlsx
1,9,3,2025-01-11,7500462417826,2,36.85,sellout-heb.xlsx
1,9,3,2025-01-12,7500462417826,4,73.7,sellout-heb.xlsx
1,9,3,2025-01-13,7500462417826,3,55.28,sellout-heb.xlsx
1,9,3,2025-01-15,7500462417826,4,73.7,sellout-heb.xlsx
1,9,3,2025-01-17,7500462417826,2,36.85,sellout-heb.xlsx
1,9,3,2025-01-19,7500462417826,4,73.7,sellout-heb.xlsx
1,9,3,2025-01-20,7500462417826,1,18.43,sellout-heb.xlsx
1,9,4,2025-01-02,7500462417833,1,18.43,sellout-heb.xlsx
1,9,4,2025-01-04,7500462417833,1,18.43,sellout-heb.xlsx
1,9,4,2025-01-05,7500462417833,2,36.85,sellout-heb.xlsx
1,9,4,2025-01-06,7500462417833,6,110.56,sellout-heb.xlsx
1,9,4,2025-01-07,7500462417833,1,18.43,sellout-heb.xlsx
1,9,4,2025-01-08,7500462417833,4,73.7,sellout-heb.xlsx
1,9,4,2025-01-11,7500462417833,1,18.43,sellout-heb.xlsx
1,9,4,2025-01-12,7500462417833,2,36.85,sellout-heb.xlsx
1,9,4,2025-01-13,7500462417833,5,92.13,sellout-heb.xlsx
1,9,4,2025-01-15,7500462417833,4,73.7,sellout-heb.xlsx
1,9,4,2025-01-16,7500462417833,1,18.43,sellout-heb.xlsx
1,9,4,2025-01-17,7500462417833,4,73.7,sellout-heb.xlsx
1,9,4,2025-01-18,7500462417833,4,73.7,sellout-heb.xlsx
1,9,4,2025-01-19,7500462417833,1,18.43,sellout-heb.xlsx
1,9,5,2025-01-02,7500462860004,1,28.7,sellout-heb.xlsx
1,9,5,2025-01-03,7500462860004,4,114.81,sellout-heb.xlsx
1,9,5,2025-01-04,7500462860004,4,114.81,sellout-heb.xlsx
1,9,5,2025-01-05,7500462860004,3,86.11,sellout-heb.xlsx
1,9,5,2025-01-06,7500462860004,4,114.81,sellout-heb.xlsx
1,9,5,2025-01-08,7500462860004,2,57.41,sellout-heb.xlsx
1,9,5,2025-01-09,7500462860004,1,28.7,sellout-heb.xlsx
1,9,5,2025-01-10,7500462860004,1,28.7,sellout-heb.xlsx
1,9,5,2025-01-11,7500462860004,6,172.22,sellout-heb.xlsx
1,9,5,2025-01-12,7500462860004,2,57.41,sellout-heb.xlsx
1,9,5,2025-01-13,7500462860004,2,57.41,sellout-heb.xlsx
1,9,5,2025-01-14,7500462860004,1,28.7,sellout-heb.xlsx
1,9,5,2025-01-16,7500462860004,1,28.7,sellout-heb.xlsx
1,9,5,2025-01-17,7500462860004,1,28.7,sellout-heb.xlsx
1,9,5,2025-01-18,7500462860004,1,28.7,sellout-heb.xlsx
1,9,5,2025-01-19,7500462860004,2,57.41,sellout-heb.xlsx
1,9,5,2025-01-21,7500462860004,1,28.7,sellout-heb.xlsx
1,9,8,2025-01-03,7500462860042,1,20.83,sellout-heb.xlsx
